street	direction	days_list	hours	limits	days	weekdays	start_time	end_time	simple_rules	street_geometry
Kearney Av	South	Tu and F	1:00 PM to 3:00 PM	West Side Av to dead end	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Kearney","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08699572086334,             40.715433836257816           ],           [             -74.08405065536499,             40.71388466954485           ]         ]       }     }   ] }
Kensington Av	North	M and Th	1:00 PM to 3:00 PM	West Side Av to Bergen Av	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Kensington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07816052436827,             40.72452074181046           ],           [             -74.07510012388228,             40.72304699912822           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07498478889465,             40.72300024537805           ],           [             -74.07212823629379,             40.721685028601925           ]         ]       }     }   ] }
Kensington Av	South	Tu and F	1:00 PM to 3:00 PM	West Side Av to Bergen Av	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Kensington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0721845626831,             40.721615912936706           ],           [             -74.07505184412003,             40.7229209672049           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07517522573471,             40.722981950423396           ],           [             -74.07823294401169,             40.72445162908983           ]         ]       }     }   ] }
Kensington Av	North	M and Th	1:00 PM to 3:00 PM	West Side Av to Lincoln Park	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Kensington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07989859580994,             40.725333827252506           ],           [             -74.07921463251114,             40.725030954086286           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07912611961365,             40.72498420172976           ],           [             -74.07828658819199,             40.724620345311           ],           [             -74.07824367284775,             40.72457765811472           ]         ]       }     }   ] }
Kensington Av	South	Tu and F	1:00 PM to 3:00 PM	West Side Av to Lincoln Park	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Kensington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07994151115417,             40.725262682672884           ],           [             -74.07828658819199,             40.72452074181046           ]         ]       }     }   ] }
Lafayette St	North	M and Th	10:00 AM to 12:00 PM	Monitor St to Manning Av	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Lafayette","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06402796506882,             40.71443359100748           ],           [             -74.06274050474167,             40.71338250409487           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06268417835236,             40.71334387582647           ],           [             -74.06210213899612,             40.712876268694316           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06205385923386,             40.71283560704937           ],           [             -74.06142085790634,             40.71237409563881           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06136721372604,             40.71231310270204           ],           [             -74.0607824921608,             40.71179466048384           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06072080135345,             40.71174993194644           ],           [             -74.06014144420624,             40.711270114837205           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0600797533989,             40.71122538594743           ],           [             -74.05949503183365,             40.71074149876478           ]         ]       }     }   ] }
Lafayette St	South	Tu and F	10:00 AM to 12:00 PM	Monitor St to Manning Av	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Lafayette","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0595406293869,             40.71070490211212           ],           [             -74.06014144420624,             40.711188789560715           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06021386384963,             40.71123148534325           ],           [             -74.06077712774275,             40.71170723649637           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0608361363411,             40.71175196506244           ],           [             -74.06142622232437,             40.71225414281008           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06149864196777,             40.71231310270204           ],           [             -74.0621155500412,             40.712788846126976           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06217992305756,             40.712833573966456           ],           [             -74.06274855136871,             40.713293049123344           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06279951334,             40.713347941961025           ],           [             -74.06340301036835,             40.7138379093592           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06343251466751,             40.713880603443066           ],           [             -74.06407356262207,             40.714374632993234           ]         ]       }     }   ] }
Laidlaw Av	South	M and Th	1:00 PM to 3:00 PM	Collard St to Palisade Av	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Laidlaw","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06020045280457,             40.73962015017944           ],           [             -74.05801713466643,             40.739518536862654           ],           [             -74.0577381849289,             40.73936814886897           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05764162540436,             40.73915679219501           ],           [             -74.05502378940582,             40.737868314868884           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0548038482666,             40.73775450494652           ],           [             -74.05334472656249,             40.73707570600869           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05317306518555,             40.73694970065323           ],           [             -74.05184268951416,             40.73630341136912           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05170857906342,             40.736213987200124           ],           [             -74.0499597787857,             40.735368516389094           ]         ]       }     }   ] }
Laidlaw Av	North	Tu and F	1:00 PM to 3:00 PM	Collard St to Palisade Av	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Laidlaw","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06016290187836,             40.7397461504767           ],           [             -74.05804395675659,             40.739693311671424           ],           [             -74.05764162540436,             40.739506343254206           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05753433704375,             40.739282793369945           ],           [             -74.0549486875534,             40.73801464162581           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0547126531601,             40.737900831953795           ],           [             -74.05326962471008,             40.73718951709233           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05306041240692,             40.73708790006267           ],           [             -74.05176222324371,             40.736421288499166           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05156910419464,             40.736323735027156           ],           [             -74.04988467693329,             40.735494524739394           ]         ]       }     }   ] }
Lake St	North	M and Th	8:00 AM to 10:00 AM	Montrose Av to Liberty Av	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Lake","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06089514493942,             40.74408285393402           ],           [             -74.05927509069443,             40.74342850535905           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05916512012482,             40.743400055274954           ],           [             -74.05708372592926,             40.74255264361959           ]         ]       }     }   ] }
Lake St	South	Tu and F	8:00 AM to 10:00 AM	Montrose Av to Liberty Av	"tu", "fr"	["tu", "fr"]	8:00	10:00	"properties": {"street_name": "Lake","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05711859464645,             40.74248151744994           ],           [             -74.05920535326004,             40.74331064064577           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05933678150177,             40.74336550872795           ],           [             -74.06093537807465,             40.744023922183295           ]         ]       }     }   ] }
Larch Av	West	M and Th	1:00 PM to 3:00 PM	Saint Paul's Av to dead end	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Larch","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	Does not exist
Larch Av	East	Tu and F	1:00 PM to 3:00 PM	Saint Paul's Av to dead end	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Larch","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	Does not exist
Laurel Ct	West	M and Th	1:00 PM to 3:00 PM	Entire length	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Laurel","street_suffix": "Ct","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04213041067123,             40.722168836249104           ],           [             -74.04222160577774,             40.72165860203252           ]         ]       }     }   ] }
Laurel Ct	East	Tu and F	1:00 PM to 3:00 PM	Entire length	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Laurel","street_suffix": "Ct","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04204457998274,             40.722158672259056           ],           [             -74.04213309288025,             40.72164843796458           ]         ]       }     }   ] }
Lembeck Av	South	M and Th	3:00 PM to 5:00 PM	Princeton Av to Kennedy Blvd	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Lembeck","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09623861312866,             40.69826290777701           ],           [             -74.09396141767502,             40.69556842898077           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09389436244965,             40.695503353428116           ],           [             -74.09253716468811,             40.69412251656152           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09247279167175,             40.69405133862786           ],           [             -74.0909680724144,             40.692481337440185           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09088760614395,             40.69239795551356           ],           [             -74.0898334980011,             40.69121432764301           ]         ]       }     }   ] }
Lembeck Av	North	Tu and F	3:00 PM to 5:00 PM	Princeton Av to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Lembeck","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0897798538208,             40.6912651711968           ],           [             -74.09081786870956,             40.692454899279646           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0908795595169,             40.692515910403586           ],           [             -74.09240305423735,             40.69410421367155           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09248620271683,             40.69419166076715           ],           [             -74.09384071826935,             40.695576563420374           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09391045570374,             40.69567417661827           ],           [             -74.09620106220245,             40.69835238293915           ]         ]       }     }   ] }
Lembeck Av	North	M and Th	10:00 AM to 12:00 PM	Kennedy Blvd to Sullivan Dr	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Lembeck","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0897798538208,             40.6912651711968           ],           [             -74.09081786870956,             40.692454899279646           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0908795595169,             40.692515910403586           ],           [             -74.09240305423735,             40.69410421367155           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09248620271683,             40.69419166076715           ],           [             -74.09384071826935,             40.695576563420374           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09391045570374,             40.69567417661827           ],           [             -74.09620106220245,             40.69835238293915           ]         ]       }     }   ] }
Lembeck Av	South	Tu and F	10:00 AM to 12:00 PM	Kennedy Blvd to Sullivan Dr	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Lembeck","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09624934196471,             40.698281209524495           ],           [             -74.09398287534714,             40.69559689951507           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09389972686768,             40.69550742065203           ],           [             -74.09255057573318,             40.69412251656152           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09247815608978,             40.69404320400202           ],           [             -74.09097075462341,             40.6924630340994           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09089028835297,             40.692387786978806           ],           [             -74.08982545137405,             40.69121026015705           ]         ]       }     }   ] }
Leonard St	South	M and Th	10:00 AM to 12:00 PM	Terrace Av to Central Av	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Leonard","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05203849077225,             40.75845860859407           ],           [             -74.0513813495636,             40.758218868844295           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05128747224808,             40.75818229829799           ],           [             -74.05052840709686,             40.75791817708842           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05045866966248,             40.75787754296304           ],           [             -74.04958695173264,             40.757552469065786           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04967814683913,             40.75723552048547           ],           [             -74.0467894077301,             40.756126188554234           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0466633439064,             40.7560774262864           ],           [             -74.0457808971405,             40.755748280042866           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04570043087006,             40.755695453950786           ],           [             -74.04337227344513,             40.75475879973258           ]         ]       }     }   ] }
Leonard St	North	Tu and F	10:00 AM to 12:00 PM	Terrace Av to Central Av	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Leonard","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04341787099838,             40.7546958138344           ],           [             -74.04573261737823,             40.755644659591916           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04585599899292,             40.75566904088902           ],           [             -74.04671162366867,             40.75601444163747           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04681891202925,             40.756061172189156           ],           [             -74.04971033334732,             40.7571786321188           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04964327812195,             40.75748948581436           ],           [             -74.05051499605179,             40.75780440147473           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05058741569519,             40.7578247185629           ],           [             -74.05133843421936,             40.75812541074151           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05144572257996,             40.75815182282736           ],           [             -74.05208945274353,             40.758397657892196           ]         ]       }     }   ] }
Lexington Av	North	M and Th	8:00 AM to 10:00 AM	Bergen Av to Marcy Av	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Lexington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08968597650528,             40.722864049483874           ],           [             -74.08650755882263,             40.72143295935875           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08613741397856,             40.72125610375541           ],           [             -74.08247888088226,             40.71964608630813           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08236086368561,             40.71957290277162           ],           [             -74.07940238714218,             40.718072622542074           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07926559448242,             40.71801366775045           ],           [             -74.07749265432358,             40.71711104304284           ]         ]       }     }   ] }
Lexington Av	South	Tu and F	8:00 AM to 10:00 AM	Bergen Av to Marcy Av	"tu", "fr"	["tu", "fr"]	8:00	10:00	"properties": {"street_name": "Lexington","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.077567756176,             40.717060219215625           ],           [             -74.07932996749877,             40.71794658119997           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07944798469543,             40.71799333849989           ],           [             -74.08242523670197,             40.719524113702576           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08251911401749,             40.71954444248568           ],           [             -74.08619105815887,             40.721172757848414           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08657729625702,             40.72136181060932           ],           [             -74.08975034952164,             40.7227827383694           ]         ]       }     }   ] }
Liberty Av	East	M and Th	1:00 PM to 3:00 PM	Newark Av to dead end off Saint Paul's Av	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Liberty","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064947962760911,40.735640856717666],[-74.06484067440033,40.736224149043579]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064832627773285,40.73632170266162],[-74.064711928367615,40.736927344839451]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064687788486481,40.736978153496288],[-74.064550995826721,40.737667115052567]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064513444900513,40.737766698876108],[-74.064288139343262,40.73890682141576]]}}]}
Liberty Av	West	Tu and F	1:00 PM to 3:00 PM	Newark Av to dead end off Saint Paul's Av	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Liberty","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064344465732574,40.738941370278596],[-74.064593911170959,40.737778892803433]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064626097679124,40.737667115052567],[-74.064776301383972,40.736994412258291]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064792394638062,40.73692531249236],[-74.064910411834717,40.736344058678952]]}}]}
Liberty Av	West	M and Th	1:00 PM to 3:00 PM	Secaucus Rd to dead end off Spruce St	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Liberty","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05034601688385,             40.75976090857031           ],           [             -74.05137598514557,             40.75820871036124           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05141621828079,             40.75816198131912           ],           [             -74.05311405658722,             40.75560808762947           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05315160751343,             40.75553697542271           ],           [             -74.05483603477477,             40.75301142687449           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05487626790999,             40.75294234374803           ],           [             -74.05564069747923,             40.75179636612048           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05582040548325,             40.75177604719           ],           [             -74.0571266412735,             40.74976444233795           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05717760324478,             40.749689259966786           ],           [             -74.0581163764,             40.74832580275712           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05818074941635,             40.74826484276548           ],           [             -74.05963450670242,             40.74614340024675           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05967205762863,             40.74606008551005           ],           [             -74.0600448846817,             40.745466719000845           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06010121107101,             40.74541591682765           ],           [             -74.06053841114044,             40.74479815929661           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06057059764862,             40.744722971310644           ],           [             -74.06230866909026,             40.74224578445822           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06235963106155,             40.742166529213           ],           [             -74.06270295381546,             40.741686931355275           ]         ]       }     }   ] }
